Dataset Name,Friendly Name,Category,Data Type,API Path,Field Path,Field Type,Example,Unit,Description,Notes,Tags
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.outliers.ream_out,array[unknown],,,Array of ream out records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.outliers.rotary_off_bottom,array[unknown],,,Array of rotary off bottom records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.flow_rate,int,0,,Rate: flow,,"drillout, completions, rate, measurement"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.hole_depth,float,2908.69,,Current hole depth (bottom of wellbore),,"drillout, completions, depth, drilling, real-time, key-metric"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.is_extended,bool,False,,Flag indicating whether is extended,,"drillout, completions, boolean, flag"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.has_confidence,bool,True,,Flag indicating whether has confidence,,"drillout, completions, boolean, flag"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.activity_groups,object,,,Nested object containing activity groups data,,"drillout, completions, container, object"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.activity_groups.end_timestamp,int,1585505003,,End timestamp of the interval/run (Unix epoch),,"drillout, completions, time, interval, range"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.activity_groups.start_timestamp,int,1585505003,,Start timestamp of the interval/run (Unix epoch),,"drillout, completions, time, interval, range"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,version,int,1,,Schema version number for this record,,"drillout, completions, metadata, internal, versioning"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,asset_id,int,39888507,,Unique identifier for the well/asset this record belongs to,,"drillout, completions, metadata, well-id, filter-key, required"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,provider,str,corva,,"Data provider name (typically ""corva"")",,"drillout, completions, metadata, internal"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,timestamp,int,1585505003,,Unix epoch timestamp (seconds) of the record,,"drillout, completions, metadata, time-index, filter-key, required"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,collection,str,drillout.torque-and-drag.torque-trend,,MongoDB collection name this record belongs to,,"drillout, completions, metadata, internal"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,company_id,int,5,,Unique identifier for the company/operator,,"drillout, completions, metadata, company, filter-key"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,_id,str,5e962f171403154eee3711ce,,MongoDB document unique identifier,,"wits, real-time, metadata, internal, primary-key"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data,object,,,Container object for all measurement/computed data fields,,"wits, real-time, metadata, container"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.rop,int,0,,Rate of penetration - drilling speed (ft/hr),,"wits, real-time, drilling, rop, real-time, key-metric, performance"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.state,str,Run in Hole,,State,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.entry_at,int,1585522800,,Timestamp for entry,,"wits, real-time, metadata, time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.pipe rpm,int,0,,Pipe rpm,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.bit_depth,float,5963.76,,Current depth of the drill bit,,"wits, real-time, depth, drilling, real-time, key-metric"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.gamma_ray,int,0,,Gamma ray measurement from MWD/LWD tool (API units),,"wits, real-time, drilling, mwd, formation, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.hook_load,float,37.8,,Hook load,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.wc torque,int,766,,Wc torque,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.diff_press,float,1027.55,,Differential pressure across the motor (psi),,"wits, real-time, pdm, pressure, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.hole_depth,float,5966.09,,Current hole depth (bottom of wellbore),,"wits, real-time, depth, drilling, real-time, key-metric"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.pump_spm_1,int,0,,Pump spm 1,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.pump_spm_2,int,0,,Pump spm 2,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.pump_spm_3,int,0,,Pump spm 3,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.rop - fast,int,12,,Rop   fast,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.rotary_rpm,int,0,,Surface rotary speed (RPM),,"wits, real-time, drilling, rpm, real-time, key-metric"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.mud_flow_in,int,0,,Mud flow in,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.pipe torque,int,0,,Pipe torque,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.block_height,float,18.24,,Traveling block height (ft),,"wits, real-time, drilling, rig, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.rotary torque,int,0,,Rotary torque,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.rotary_torque,float,0.766,,Rotary torque,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.string torque,int,0,,String torque,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.top drive rpm,int,0,,Top drive rpm,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.weight_on_bit,float,1.4,,Weight applied to the drill bit (klbs),,"wits, real-time, drilling, wob, real-time, key-metric"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.activity_times,object,,,Nested object containing activity times data,,"wits, real-time, container, object"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.activity_times.in slips,int,289,,In slips,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.activity_times.run in hole,int,321,,Run in hole,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.activity_times.pull out of hole,int,91,,Pull out of hole,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.activity_times.static off bottom,int,1299,,Static off bottom,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.pump_spm_total,int,0,,Pump spm total,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.ds - dim torque,int,0,,Ds   dim torque,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.wc target torque,int,2500,,Wc target torque,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.wc torque enable,int,0,,Wc torque enable,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.rotary torque raw,int,0,,Rotary torque raw,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.display rot torque,int,0,,Display rot torque,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.ds - mud motor rpm,int,0,,Ds   mud motor rpm,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.standpipe_pressure,int,0,,Standpipe pressure - pump pressure at surface (psi),,"wits, real-time, drilling, spp, pressure, real-time, key-metric"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.mud_flow_out_percent,int,0,,Mud flow out percent,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.standpipe pressure 1,int,0,,Standpipe pressure 1,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.standpipe pressure 2,int,0,,Standpipe pressure 2,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.wpda - mud motor rpm,int,0,,Wpda   mud motor rpm,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,data.top drv torque - converted,int,0,,Top drv torque   converted,,"wits, real-time"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,version,int,1,,Schema version number for this record,,"wits, real-time, metadata, internal, versioning"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,asset_id,int,39888507,,Unique identifier for the well/asset this record belongs to,,"wits, real-time, metadata, well-id, filter-key, required"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,provider,str,corva,,"Data provider name (typically ""corva"")",,"wits, real-time, metadata, internal"
corva#drillout.wits.summary-6h,drillout.wits.summary-6h,WITS (Other Phases),time,/api/v1/data/corva/drillout.wits.summary-6h/,timestamp,int,1585522800,,Unix epoch timestamp (seconds) of the record,,"wits, real-time, metadata, time-index, filter-key, required"
